venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario;costo_unitario;descuento_porcentaje;venta_neta;costo_total;utilidad
1363;2024-03-01;5;338;3;8;2;69.39;47;0;138.78;94;44.78
1364;2024-05-25;22;149;4;14;3;96.8;77;5;275.88;231;44.88
1365;2024-01-28;11;350;5;10;1;519.38;363;0;519.38;363;156.38
1366;2023-03-11;5;78;4;4;2;69.39;47;0;138.78;94;44.78
1367;2023-01-20;17;25;1;6;5;439.51;310;5;2087.67;1550;537.67
1368;2025-07-25;17;314;2;2;2;439.51;310;0;879.02;620;259.02
1369;2024-01-25;18;280;1;1;1;377.84;282;15;321.16;282;39.16
1370;2024-01-27;26;22;5;15;3;835.82;478;0;2507.46;1434;1073.46
1371;2024-05-07;17;108;4;4;4;439.51;310;10;1582.24;1240;342.24
1372;2024-04-26;16;457;2;7;3;142.24;105;15;362.71;315;47.71
1373;2025-03-30;1;236;5;10;4;242.37;174;10;872.53;696;176.53
1374;2024-05-26;3;154;4;4;4;212.75;123;0;851.0;492;359.0
1375;2025-11-20;1;77;2;7;5;242.37;174;0;1211.85;870;341.85
1376;2024-07-20;24;289;1;1;1;405.54;306;5;385.26;306;79.26
1377;2023-01-07;22;368;4;9;5;96.8;77;0;484.0;385;99.0
1378;2023-02-13;7;429;2;7;5;522.78;346;0;2613.9;1730;883.9
1379;2023-07-29;3;260;1;1;4;212.75;123;0;851.0;492;359.0
1380;2023-02-27;16;193;4;4;1;142.24;105;15;120.9;105;15.9
1381;2023-02-28;5;481;2;12;1;69.39;47;0;69.39;47;22.39
1382;2025-09-05;17;295;5;10;5;439.51;310;0;2197.55;1550;647.55
1383;2025-03-08;4;301;2;2;1;1059.28;606;0;1059.28;606;453.28
1384;2025-10-28;24;99;2;12;3;405.54;306;15;1034.13;918;116.13
1385;2023-01-15;12;152;2;12;3;181.86;114;0;545.58;342;203.58
1386;2023-09-13;23;264;2;7;1;1081.01;680;15;918.86;680;238.86
1387;2025-01-09;15;144;2;7;5;74.85;55;0;374.25;275;99.25
1388;2024-07-19;11;280;1;11;5;519.38;363;0;2596.9;1815;781.9
1389;2023-02-05;24;464;5;10;3;405.54;306;0;1216.62;918;298.62
1390;2024-03-28;5;55;3;13;4;69.39;47;0;277.56;188;89.56
1391;2023-03-29;25;294;5;15;5;978.48;682;15;4158.54;3410;748.54
1392;2025-07-01;24;160;4;4;2;405.54;306;15;689.42;612;77.42
1393;2023-03-19;7;218;3;13;3;522.78;346;0;1568.34;1038;530.34
1394;2025-02-12;21;473;2;7;3;382.02;244;5;1088.76;732;356.76
1395;2023-07-08;13;49;5;10;3;770.23;523;0;2310.69;1569;741.69
1396;2023-01-27;18;459;3;3;3;377.84;282;15;963.49;846;117.49
1397;2024-11-21;18;153;5;15;1;377.84;282;0;377.84;282;95.84
1398;2024-01-13;17;37;3;8;4;439.51;310;0;1758.04;1240;518.04
1399;2025-03-04;23;18;5;15;4;1081.01;680;0;4324.04;2720;1604.04
1400;2023-07-13;11;180;5;5;5;519.38;363;10;2337.21;1815;522.21
1401;2023-02-08;6;24;2;2;4;125.45;96;15;426.53;384;42.53
1402;2023-08-14;14;48;1;1;4;361.58;231;0;1446.32;924;522.32
1403;2024-07-18;17;286;1;6;5;439.51;310;0;2197.55;1550;647.55
1404;2023-11-15;3;438;3;13;4;212.75;123;15;723.35;492;231.35
1405;2024-01-10;19;469;5;10;4;244.74;140;0;978.96;560;418.96
1406;2024-10-08;22;272;2;12;5;96.8;77;0;484.0;385;99.0
1407;2025-07-08;23;64;5;10;4;1081.01;680;15;3675.43;2720;955.43
1408;2023-10-12;16;299;1;1;1;142.24;105;0;142.24;105;37.24
1409;2023-05-21;19;436;2;2;1;244.74;140;10;220.27;140;80.27
1410;2024-05-25;25;279;5;5;3;978.48;682;0;2935.44;2046;889.44
1411;2025-11-21;6;329;5;5;3;125.45;96;0;376.35;288;88.35
1412;2023-09-06;18;357;2;2;3;377.84;282;5;1076.84;846;230.84
1413;2024-02-06;17;249;2;12;1;439.51;310;5;417.53;310;107.53
1414;2024-08-17;10;178;3;3;5;1154.83;660;10;5196.73;3300;1896.73
1415;2023-06-15;24;103;3;13;2;405.54;306;15;689.42;612;77.42
1416;2023-03-23;18;256;3;13;2;377.84;282;0;755.68;564;191.68
1417;2023-01-31;14;68;4;14;5;361.58;231;10;1627.11;1155;472.11
1418;2023-07-02;25;340;2;12;5;978.48;682;15;4158.54;3410;748.54
1419;2024-05-11;25;127;5;5;1;978.48;682;15;831.71;682;149.71
1420;2025-09-30;10;181;5;15;3;1154.83;660;0;3464.49;1980;1484.49
1421;2024-10-23;19;242;4;4;4;244.74;140;0;978.96;560;418.96
1422;2023-07-09;23;436;1;1;1;1081.01;680;0;1081.01;680;401.01
1423;2024-03-04;16;74;3;13;2;142.24;105;15;241.81;210;31.81
1424;2024-12-08;25;421;3;3;1;978.48;682;0;978.48;682;296.48
1425;2024-09-06;9;162;1;6;5;316.86;233;15;1346.66;1165;181.66
1426;2025-03-03;10;35;5;5;3;1154.83;660;0;3464.49;1980;1484.49
1427;2025-02-05;21;382;3;13;2;382.02;244;10;687.64;488;199.64
1428;2025-10-04;14;2;4;9;2;361.58;231;10;650.84;462;188.84
1429;2024-12-01;11;75;5;15;3;519.38;363;0;1558.14;1089;469.14
1430;2024-12-23;25;301;4;9;2;978.48;682;10;1761.26;1364;397.26
1431;2025-08-26;12;266;4;9;4;181.86;114;0;727.44;456;271.44
1432;2024-06-08;7;88;3;3;1;522.78;346;10;470.5;346;124.5
1433;2025-01-13;13;240;5;10;5;770.23;523;0;3851.15;2615;1236.15
1434;2024-10-12;3;438;3;8;2;212.75;123;0;425.5;246;179.5
1435;2023-04-12;9;47;3;13;1;316.86;233;10;285.17;233;52.17
1436;2025-03-28;2;492;3;3;3;1150.48;670;0;3451.44;2010;1441.44
1437;2023-02-26;1;378;5;10;3;242.37;174;15;618.04;522;96.04
1438;2023-04-06;1;473;4;9;5;242.37;174;0;1211.85;870;341.85
1439;2024-05-14;21;88;2;7;2;382.02;244;0;764.04;488;276.04
1440;2024-04-05;9;174;2;7;2;316.86;233;10;570.35;466;104.35
1441;2025-07-24;7;10;4;14;1;522.78;346;10;470.5;346;124.5
1442;2023-05-22;7;59;3;13;3;522.78;346;0;1568.34;1038;530.34
1443;2024-06-18;12;27;2;7;1;181.86;114;15;154.58;114;40.58
1444;2024-05-23;5;291;3;3;2;69.39;47;5;131.84;94;37.84
1445;2024-03-11;22;422;3;3;1;96.8;77;10;87.12;77;10.12
1446;2025-02-07;26;170;4;4;2;835.82;478;0;1671.64;956;715.64
1447;2025-04-09;1;162;4;4;3;242.37;174;0;727.11;522;205.11
1448;2023-01-14;10;100;2;12;1;1154.83;660;15;981.61;660;321.61
1449;2023-03-10;17;109;4;14;2;439.51;310;5;835.07;620;215.07
1450;2025-12-26;1;397;4;14;1;242.37;174;0;242.37;174;68.37
1451;2025-12-03;5;308;4;9;1;69.39;47;0;69.39;47;22.39
1452;2025-06-21;16;195;1;1;3;142.24;105;10;384.05;315;69.05
1453;2025-07-22;3;477;1;1;4;212.75;123;10;765.9;492;273.9
1454;2024-03-05;18;37;1;6;3;377.84;282;0;1133.52;846;287.52
1455;2024-01-16;21;280;2;7;4;382.02;244;0;1528.08;976;552.08
1456;2024-08-23;11;32;1;1;1;519.38;363;0;519.38;363;156.38
1457;2024-09-09;5;483;2;2;3;69.39;47;15;176.94;141;35.94
1458;2023-03-12;5;367;2;2;1;69.39;47;10;62.45;47;15.45
1459;2023-08-13;14;246;5;10;1;361.58;231;0;361.58;231;130.58
1460;2024-04-04;15;151;5;15;3;74.85;55;15;190.87;165;25.87
1461;2025-07-03;13;187;4;4;5;770.23;523;5;3658.59;2615;1043.59
1462;2024-02-19;12;170;4;9;3;181.86;114;0;545.58;342;203.58
1463;2023-03-24;26;283;5;15;2;835.82;478;10;1504.48;956;548.48
1464;2023-03-08;12;113;1;6;3;181.86;114;0;545.58;342;203.58
1465;2023-10-17;3;423;2;7;3;212.75;123;5;606.34;369;237.34
1466;2025-03-17;24;464;2;12;4;405.54;306;0;1622.16;1224;398.16
1467;2023-11-17;19;162;5;10;4;244.74;140;0;978.96;560;418.96
1468;2023-12-06;18;229;1;11;4;377.84;282;15;1284.66;1128;156.66
1469;2023-01-03;19;13;5;5;1;244.74;140;0;244.74;140;104.74
1470;2023-03-12;23;402;1;1;1;1081.01;680;0;1081.01;680;401.01
1471;2023-10-24;6;158;2;7;5;125.45;96;0;627.25;480;147.25
1472;2025-12-16;6;231;1;1;4;125.45;96;10;451.62;384;67.62
1473;2024-10-19;20;368;3;13;3;479.99;293;15;1223.97;879;344.97
1474;2024-12-11;8;475;2;12;4;919.26;614;10;3309.34;2456;853.34
1475;2025-07-30;4;362;3;3;1;1059.28;606;15;900.39;606;294.39
1476;2025-04-17;8;337;1;1;1;919.26;614;15;781.37;614;167.37
1477;2023-11-26;11;42;3;8;3;519.38;363;0;1558.14;1089;469.14
1478;2023-01-06;10;103;4;4;4;1154.83;660;0;4619.32;2640;1979.32
1479;2023-06-11;9;52;3;8;3;316.86;233;10;855.52;699;156.52
1480;2024-08-16;11;109;3;13;5;519.38;363;5;2467.05;1815;652.05
1481;2023-07-23;7;236;1;11;2;522.78;346;5;993.28;692;301.28
1482;2025-03-05;17;211;5;10;4;439.51;310;15;1494.33;1240;254.33
1483;2025-03-01;22;376;1;11;1;96.8;77;0;96.8;77;19.8
1484;2023-10-24;23;318;2;12;4;1081.01;680;15;3675.43;2720;955.43
1485;2024-04-08;8;465;1;11;3;919.26;614;15;2344.11;1842;502.11
1486;2023-02-15;5;272;3;13;3;69.39;47;0;208.17;141;67.17
1487;2024-07-30;8;288;3;3;3;919.26;614;10;2482.0;1842;640.0
1488;2025-07-20;14;42;3;8;3;361.58;231;0;1084.74;693;391.74
1489;2025-12-12;11;264;4;4;2;519.38;363;5;986.82;726;260.82
1490;2023-08-26;24;188;1;1;3;405.54;306;15;1034.13;918;116.13
1491;2024-04-25;15;45;2;2;4;74.85;55;5;284.43;220;64.43
1492;2024-10-18;7;385;2;2;3;522.78;346;0;1568.34;1038;530.34
1493;2024-06-21;9;390;3;8;1;316.86;233;5;301.02;233;68.02
1494;2023-02-05;11;223;5;5;4;519.38;363;15;1765.89;1452;313.89
1495;2023-01-14;16;152;1;6;3;142.24;105;5;405.38;315;90.38
1496;2023-08-26;17;138;3;8;5;439.51;310;0;2197.55;1550;647.55
1497;2025-03-21;19;389;4;9;2;244.74;140;15;416.06;280;136.06
1498;2024-11-30;5;334;1;1;4;69.39;47;0;277.56;188;89.56
1499;2023-09-04;15;229;1;6;5;74.85;55;0;374.25;275;99.25
1500;2023-02-22;26;371;2;12;2;835.82;478;0;1671.64;956;715.64
1501;2024-03-31;10;286;5;15;4;1154.83;660;0;4619.32;2640;1979.32
1502;2025-03-03;15;346;3;3;2;74.85;55;0;149.7;110;39.7
1503;2025-09-05;23;301;1;11;5;1081.01;680;0;5405.05;3400;2005.05
1504;2024-01-13;17;49;1;11;1;439.51;310;10;395.56;310;85.56
1505;2024-01-22;21;314;5;15;3;382.02;244;0;1146.06;732;414.06
1506;2025-01-14;13;42;2;2;1;770.23;523;0;770.23;523;247.23
1507;2025-04-29;24;418;1;11;5;405.54;306;5;1926.32;1530;396.32
1508;2024-03-28;17;347;5;5;4;439.51;310;5;1670.14;1240;430.14
1509;2023-01-21;13;62;3;13;3;770.23;523;0;2310.69;1569;741.69
1510;2024-07-05;11;473;3;13;5;519.38;363;10;2337.21;1815;522.21
1511;2024-02-06;18;177;3;3;1;377.84;282;0;377.84;282;95.84
1512;2024-03-23;1;60;4;4;5;242.37;174;0;1211.85;870;341.85
1513;2025-11-18;4;333;3;8;2;1059.28;606;0;2118.56;1212;906.56
1514;2024-08-13;8;495;4;14;4;919.26;614;5;3493.19;2456;1037.19
1515;2023-09-06;7;375;2;7;1;522.78;346;10;470.5;346;124.5
1516;2024-03-31;11;488;1;1;4;519.38;363;0;2077.52;1452;625.52
1517;2023-03-30;19;417;3;8;4;244.74;140;0;978.96;560;418.96
1518;2024-06-02;26;335;5;15;2;835.82;478;0;1671.64;956;715.64
1519;2025-03-12;19;392;5;15;1;244.74;140;15;208.03;140;68.03
1520;2025-07-11;22;36;4;4;1;96.8;77;0;96.8;77;19.8
1521;2024-09-07;6;403;4;4;1;125.45;96;0;125.45;96;29.45
1522;2024-09-21;7;246;1;6;2;522.78;346;0;1045.56;692;353.56
1523;2024-07-15;6;210;1;1;5;125.45;96;0;627.25;480;147.25
1524;2024-12-05;8;31;3;13;4;919.26;614;15;3125.48;2456;669.48
1525;2025-05-12;6;495;2;7;3;125.45;96;0;376.35;288;88.35
1526;2023-03-21;21;68;3;3;4;382.02;244;0;1528.08;976;552.08
1527;2023-12-13;20;164;4;4;1;479.99;293;0;479.99;293;186.99
1528;2024-02-19;17;480;1;11;2;439.51;310;0;879.02;620;259.02
1529;2023-12-08;2;112;4;4;2;1150.48;670;0;2300.96;1340;960.96
1530;2023-06-13;10;269;3;13;4;1154.83;660;15;3926.42;2640;1286.42
1531;2025-09-02;5;424;4;4;3;69.39;47;15;176.94;141;35.94
1532;2023-04-20;16;159;1;11;5;142.24;105;0;711.2;525;186.2
1533;2025-03-04;23;409;5;10;2;1081.01;680;5;2053.92;1360;693.92
1534;2025-10-14;24;445;3;3;5;405.54;306;15;1723.55;1530;193.55
1535;2024-11-15;16;63;1;1;4;142.24;105;10;512.06;420;92.06
1536;2023-12-23;23;157;5;5;1;1081.01;680;10;972.91;680;292.91
1537;2024-02-20;5;170;1;11;4;69.39;47;5;263.68;188;75.68
1538;2025-04-09;7;108;1;6;4;522.78;346;0;2091.12;1384;707.12
1539;2023-03-25;5;135;4;4;3;69.39;47;0;208.17;141;67.17
1540;2024-07-06;15;455;4;14;3;74.85;55;15;190.87;165;25.87
1541;2023-04-18;4;426;2;12;4;1059.28;606;0;4237.12;2424;1813.12
1542;2023-04-13;13;138;4;14;2;770.23;523;10;1386.41;1046;340.41
1543;2023-12-27;26;168;4;9;2;835.82;478;0;1671.64;956;715.64
1544;2025-05-27;14;351;5;5;2;361.58;231;5;687.0;462;225.0
1545;2025-12-10;22;239;4;4;3;96.8;77;0;290.4;231;59.4
1546;2025-05-05;26;394;4;14;1;835.82;478;15;710.45;478;232.45
1547;2023-02-12;3;302;3;3;4;212.75;123;15;723.35;492;231.35
1548;2024-05-04;22;33;1;1;2;96.8;77;5;183.92;154;29.92
1549;2025-12-14;23;118;4;4;2;1081.01;680;0;2162.02;1360;802.02
1550;2025-11-19;2;11;1;1;3;1150.48;670;15;2933.72;2010;923.72
1551;2023-01-06;26;444;4;14;1;835.82;478;15;710.45;478;232.45
1552;2023-08-26;22;369;3;3;4;96.8;77;0;387.2;308;79.2
1553;2025-11-29;14;418;2;2;1;361.58;231;0;361.58;231;130.58
1554;2024-01-01;13;69;1;11;5;770.23;523;5;3658.59;2615;1043.59
1555;2025-07-12;2;340;5;5;2;1150.48;670;0;2300.96;1340;960.96
1556;2023-10-16;1;316;2;2;5;242.37;174;0;1211.85;870;341.85
1557;2024-12-29;14;96;2;12;2;361.58;231;5;687.0;462;225.0
1558;2024-07-31;4;33;5;10;2;1059.28;606;5;2012.63;1212;800.63
1559;2023-11-15;11;208;1;6;2;519.38;363;0;1038.76;726;312.76
1560;2025-09-15;9;391;2;12;3;316.86;233;0;950.58;699;251.58
1561;2024-09-06;10;324;3;13;2;1154.83;660;15;1963.21;1320;643.21
1562;2025-08-30;18;251;2;12;2;377.84;282;0;755.68;564;191.68
1563;2023-04-11;8;121;2;7;5;919.26;614;0;4596.3;3070;1526.3
1564;2025-12-03;23;319;1;6;4;1081.01;680;10;3891.64;2720;1171.64
1565;2024-07-10;10;36;3;3;1;1154.83;660;15;981.61;660;321.61
1566;2023-07-09;12;75;1;6;3;181.86;114;0;545.58;342;203.58
1567;2025-09-17;25;143;3;3;1;978.48;682;15;831.71;682;149.71
1568;2023-08-14;2;60;3;13;2;1150.48;670;0;2300.96;1340;960.96
1569;2024-04-07;12;27;2;7;4;181.86;114;0;727.44;456;271.44
1570;2023-08-31;5;150;5;5;5;69.39;47;5;329.6;235;94.6
1571;2024-01-28;5;122;5;10;4;69.39;47;0;277.56;188;89.56
1572;2025-06-29;6;462;3;13;4;125.45;96;0;501.8;384;117.8
1573;2025-05-11;16;98;1;6;4;142.24;105;15;483.62;420;63.62
1574;2024-04-15;3;161;4;14;4;212.75;123;5;808.45;492;316.45
1575;2024-02-06;24;230;4;4;1;405.54;306;0;405.54;306;99.54
1576;2023-06-04;1;449;4;14;5;242.37;174;0;1211.85;870;341.85
1577;2025-06-06;13;498;2;7;1;770.23;523;0;770.23;523;247.23
1578;2025-07-25;21;255;5;15;3;382.02;244;10;1031.45;732;299.45
1579;2023-11-15;16;484;2;7;3;142.24;105;10;384.05;315;69.05
1580;2023-06-06;21;9;3;13;3;382.02;244;0;1146.06;732;414.06
1581;2023-07-18;19;270;1;6;4;244.74;140;0;978.96;560;418.96
1582;2025-02-11;14;464;1;1;1;361.58;231;0;361.58;231;130.58
1583;2023-01-27;8;117;3;13;4;919.26;614;0;3677.04;2456;1221.04
1584;2023-01-21;20;275;4;4;1;479.99;293;10;431.99;293;138.99
1585;2025-01-25;13;194;1;1;3;770.23;523;10;2079.62;1569;510.62
1586;2023-06-19;11;129;2;12;3;519.38;363;0;1558.14;1089;469.14
1587;2025-04-10;8;116;1;11;2;919.26;614;5;1746.59;1228;518.59
1588;2025-09-24;21;265;5;15;4;382.02;244;0;1528.08;976;552.08
1589;2024-11-21;9;183;4;4;3;316.86;233;0;950.58;699;251.58
1590;2025-04-19;6;244;3;13;3;125.45;96;0;376.35;288;88.35
1591;2024-12-14;12;413;3;3;2;181.86;114;10;327.35;228;99.35
1592;2024-07-08;8;327;5;10;3;919.26;614;5;2619.89;1842;777.89
1593;2024-01-04;24;317;2;12;2;405.54;306;10;729.97;612;117.97
1594;2023-08-23;23;113;4;14;1;1081.01;680;0;1081.01;680;401.01
1595;2023-10-29;5;363;1;6;3;69.39;47;5;197.76;141;56.76
1596;2025-02-24;4;460;2;12;1;1059.28;606;0;1059.28;606;453.28
1597;2024-06-29;16;471;1;1;5;142.24;105;15;604.52;525;79.52
1598;2025-06-23;10;396;3;8;4;1154.83;660;0;4619.32;2640;1979.32
1599;2024-08-15;17;174;3;13;2;439.51;310;5;835.07;620;215.07
1600;2023-10-21;24;83;5;10;3;405.54;306;10;1094.96;918;176.96
1601;2023-03-18;4;64;5;5;1;1059.28;606;0;1059.28;606;453.28
1602;2025-11-30;14;85;2;7;2;361.58;231;0;723.16;462;261.16
1603;2024-05-02;23;137;5;10;1;1081.01;680;5;1026.96;680;346.96
1604;2024-02-18;8;456;1;6;5;919.26;614;15;3906.86;3070;836.86
1605;2024-10-15;11;158;2;7;4;519.38;363;0;2077.52;1452;625.52
1606;2024-07-04;18;46;5;5;2;377.84;282;0;755.68;564;191.68
1607;2024-12-09;8;174;2;2;2;919.26;614;5;1746.59;1228;518.59
1608;2023-05-19;11;415;1;11;2;519.38;363;0;1038.76;726;312.76
1609;2024-12-22;16;322;2;7;3;142.24;105;10;384.05;315;69.05
1610;2023-04-07;10;484;3;3;2;1154.83;660;10;2078.69;1320;758.69
1611;2024-09-04;13;434;1;6;1;770.23;523;15;654.7;523;131.7
1612;2025-12-19;22;426;3;8;5;96.8;77;15;411.4;385;26.4
1613;2025-06-14;22;395;1;6;5;96.8;77;10;435.6;385;50.6
1614;2024-12-10;12;204;4;14;5;181.86;114;15;772.91;570;202.91
1615;2024-03-22;25;209;1;6;5;978.48;682;15;4158.54;3410;748.54
1616;2024-04-03;12;85;5;10;4;181.86;114;0;727.44;456;271.44
1617;2024-01-21;4;120;4;4;5;1059.28;606;0;5296.4;3030;2266.4
1618;2024-08-02;12;80;4;4;3;181.86;114;5;518.3;342;176.3
1619;2024-12-11;14;115;1;6;2;361.58;231;15;614.69;462;152.69
1620;2025-07-02;5;89;2;12;4;69.39;47;0;277.56;188;89.56
1621;2025-01-04;19;295;5;15;2;244.74;140;0;489.48;280;209.48
1622;2024-06-29;19;418;5;15;5;244.74;140;10;1101.33;700;401.33
1623;2024-10-21;16;1;2;2;2;142.24;105;5;270.26;210;60.26
1624;2025-09-05;24;431;1;11;1;405.54;306;0;405.54;306;99.54
1625;2024-01-12;8;425;1;11;4;919.26;614;10;3309.34;2456;853.34
1626;2025-11-05;9;65;1;1;2;316.86;233;15;538.66;466;72.66
1627;2023-05-06;11;170;3;3;3;519.38;363;10;1402.33;1089;313.33
1628;2024-09-04;17;376;2;7;3;439.51;310;5;1252.6;930;322.6
1629;2023-11-29;26;277;1;11;4;835.82;478;0;3343.28;1912;1431.28
1630;2023-03-06;20;165;2;2;3;479.99;293;15;1223.97;879;344.97
1631;2025-02-15;5;457;3;3;4;69.39;47;0;277.56;188;89.56
1632;2024-02-02;21;181;5;10;3;382.02;244;10;1031.45;732;299.45
1633;2023-07-20;4;35;4;9;4;1059.28;606;10;3813.41;2424;1389.41
1634;2023-07-07;23;148;3;8;2;1081.01;680;10;1945.82;1360;585.82
1635;2024-01-14;26;470;5;5;1;835.82;478;15;710.45;478;232.45
1636;2023-11-05;14;155;2;2;3;361.58;231;0;1084.74;693;391.74
1637;2023-09-26;26;396;1;11;4;835.82;478;0;3343.28;1912;1431.28
1638;2023-07-19;9;243;4;4;1;316.86;233;0;316.86;233;83.86
1639;2025-07-16;16;279;3;3;5;142.24;105;10;640.08;525;115.08
1640;2025-08-31;9;249;2;12;3;316.86;233;5;903.05;699;204.05
1641;2023-06-15;18;79;5;10;5;377.84;282;0;1889.2;1410;479.2
1642;2025-10-14;10;263;2;7;1;1154.83;660;0;1154.83;660;494.83
1643;2025-08-02;17;359;3;8;1;439.51;310;10;395.56;310;85.56
1644;2025-11-18;18;480;3;8;3;377.84;282;0;1133.52;846;287.52
1645;2023-06-05;7;337;1;6;1;522.78;346;5;496.64;346;150.64
1646;2025-07-28;6;212;5;10;3;125.45;96;15;319.9;288;31.9
1647;2023-03-14;2;492;2;12;3;1150.48;670;0;3451.44;2010;1441.44
1648;2023-03-08;16;201;3;13;3;142.24;105;10;384.05;315;69.05
1649;2023-06-24;13;39;5;15;3;770.23;523;10;2079.62;1569;510.62
1650;2025-06-21;22;476;5;5;4;96.8;77;0;387.2;308;79.2
1651;2023-09-02;6;21;2;12;3;125.45;96;0;376.35;288;88.35
1652;2025-07-07;21;444;4;9;4;382.02;244;0;1528.08;976;552.08
1653;2025-05-23;26;192;3;3;2;835.82;478;5;1588.06;956;632.06
1654;2024-11-06;11;389;3;8;5;519.38;363;0;2596.9;1815;781.9
1655;2024-06-04;26;190;5;10;3;835.82;478;15;2131.34;1434;697.34
1656;2024-05-06;23;305;2;2;5;1081.01;680;0;5405.05;3400;2005.05
1657;2023-01-25;7;397;2;12;3;522.78;346;0;1568.34;1038;530.34
1658;2024-01-12;13;492;1;6;5;770.23;523;0;3851.15;2615;1236.15
1659;2025-11-04;2;61;1;11;2;1150.48;670;0;2300.96;1340;960.96
1660;2025-03-27;25;57;5;5;2;978.48;682;10;1761.26;1364;397.26
1661;2025-01-31;19;240;2;2;5;244.74;140;0;1223.7;700;523.7
1662;2024-08-24;2;49;3;8;3;1150.48;670;15;2933.72;2010;923.72
1663;2023-04-11;9;392;1;1;5;316.86;233;5;1505.09;1165;340.09
1664;2023-05-21;16;18;2;2;4;142.24;105;0;568.96;420;148.96
1665;2024-09-27;3;454;5;5;1;212.75;123;0;212.75;123;89.75
1666;2024-08-08;4;192;2;12;1;1059.28;606;0;1059.28;606;453.28
1667;2023-11-12;9;113;3;13;2;316.86;233;5;602.03;466;136.03
1668;2024-09-19;23;429;2;7;4;1081.01;680;0;4324.04;2720;1604.04
1669;2023-03-07;10;44;3;8;2;1154.83;660;15;1963.21;1320;643.21
1670;2024-06-29;15;202;2;2;5;74.85;55;0;374.25;275;99.25
1671;2023-06-23;16;35;4;14;2;142.24;105;15;241.81;210;31.81
1672;2023-06-01;3;243;2;7;2;212.75;123;5;404.22;246;158.22
1673;2024-02-16;13;439;1;1;5;770.23;523;10;3466.04;2615;851.04
1674;2023-03-10;19;480;1;11;2;244.74;140;10;440.53;280;160.53
1675;2025-12-10;11;495;2;2;5;519.38;363;0;2596.9;1815;781.9
1676;2024-04-03;24;401;2;12;3;405.54;306;15;1034.13;918;116.13
1677;2024-10-15;23;97;5;15;4;1081.01;680;0;4324.04;2720;1604.04
1678;2024-09-02;16;166;1;6;4;142.24;105;0;568.96;420;148.96
1679;2025-03-09;11;221;5;5;1;519.38;363;0;519.38;363;156.38
1680;2023-11-26;7;210;1;11;2;522.78;346;0;1045.56;692;353.56
1681;2024-02-03;10;344;5;15;1;1154.83;660;0;1154.83;660;494.83
1682;2024-03-02;19;489;2;12;2;244.74;140;0;489.48;280;209.48
1683;2025-07-28;26;313;3;8;1;835.82;478;0;835.82;478;357.82
1684;2024-04-03;13;323;2;7;1;770.23;523;10;693.21;523;170.21
1685;2023-09-29;7;19;5;15;1;522.78;346;0;522.78;346;176.78
1686;2023-06-14;24;260;4;9;1;405.54;306;0;405.54;306;99.54
1687;2025-09-21;22;472;2;2;4;96.8;77;5;367.84;308;59.84
1688;2025-05-26;9;450;4;9;3;316.86;233;0;950.58;699;251.58
1689;2023-05-11;4;164;2;2;4;1059.28;606;0;4237.12;2424;1813.12
1690;2025-07-31;5;127;3;8;1;69.39;47;0;69.39;47;22.39
1691;2023-01-09;13;440;5;15;1;770.23;523;10;693.21;523;170.21
1692;2023-05-27;3;271;5;15;5;212.75;123;5;1010.56;615;395.56
1693;2025-10-07;22;23;1;1;3;96.8;77;0;290.4;231;59.4
1694;2024-02-13;23;124;3;13;2;1081.01;680;0;2162.02;1360;802.02
1695;2025-09-26;21;291;5;5;5;382.02;244;5;1814.59;1220;594.59
1696;2025-03-01;4;417;3;13;1;1059.28;606;0;1059.28;606;453.28
1697;2023-02-22;9;40;2;7;4;316.86;233;5;1204.07;932;272.07
1698;2023-10-07;25;460;4;9;3;978.48;682;10;2641.9;2046;595.9
1699;2025-02-14;22;168;2;2;5;96.8;77;5;459.8;385;74.8
1700;2023-05-13;22;149;3;8;5;96.8;77;10;435.6;385;50.6
1701;2025-08-04;13;40;2;7;3;770.23;523;15;1964.09;1569;395.09
1702;2024-10-24;4;193;5;15;1;1059.28;606;15;900.39;606;294.39
1703;2024-03-30;15;295;4;9;1;74.85;55;15;63.62;55;8.62
1704;2023-04-13;26;185;1;6;5;835.82;478;15;3552.24;2390;1162.24
1705;2023-12-23;9;338;2;7;5;316.86;233;0;1584.3;1165;419.3
1706;2025-12-22;15;320;1;1;3;74.85;55;0;224.55;165;59.55
1707;2025-03-05;9;212;3;13;1;316.86;233;5;301.02;233;68.02
1708;2023-05-24;5;291;5;15;1;69.39;47;15;58.98;47;11.98
1709;2023-11-13;13;196;4;9;4;770.23;523;0;3080.92;2092;988.92
1710;2023-01-19;22;325;3;13;2;96.8;77;15;164.56;154;10.56
1711;2024-08-14;5;211;5;10;2;69.39;47;0;138.78;94;44.78
1712;2024-12-23;8;310;5;15;4;919.26;614;0;3677.04;2456;1221.04
1713;2023-08-15;20;284;1;6;2;479.99;293;10;863.98;586;277.98
1714;2025-02-10;10;193;4;4;4;1154.83;660;15;3926.42;2640;1286.42
1715;2024-04-21;6;435;5;5;4;125.45;96;15;426.53;384;42.53
1716;2025-07-13;14;494;3;3;1;361.58;231;5;343.5;231;112.5
1717;2024-05-01;25;280;2;12;5;978.48;682;5;4647.78;3410;1237.78
1718;2023-11-09;4;22;3;3;2;1059.28;606;15;1800.78;1212;588.78
